2014-01-06 00:00:00,1,8119764032,speeddemosarchivesda,58136,2961.4765625,720,True
2014-01-06 00:00:00,2,8118186560,phantoml0rd,48254,2861.34375,1080,True
2014-01-06 00:00:00,3,8119578352,sing_sing,17281,1871.640625,720,True
2014-01-06 00:00:00,4,8121019856,crs_saintvicious,11507,804.34375,1200,True
2014-01-06 00:00:00,5,8120747648,trick2g,10350,3173.8359375,1080,True
2014-01-06 00:00:00,6,8123029664,totalbiscuit,9774,2880.078125,720,True
2014-01-06 00:00:00,7,8120216256,freeteamhomicid3,8305,1044.3671875,720,False
2014-01-06 00:00:00,8,8118020944,itshafu,7708,2034.0078125,1080,True
2014-01-06 00:00:00,9,8119722112,lirik,6875,4597.1796875,1080,True
2014-01-06 00:00:00,10,8120491616,scglive,5870,1257.5859375,720,True
2014-01-06 00:00:00,11,8121827664,nesl_lol,5608,1080.421875,720,True
2014-01-06 00:00:00,12,8121811248,towelliee,4821,3855.4921875,1080,True
2014-01-06 00:00:00,13,8119700016,savjz,4298,1774.7734375,768,False
2014-01-06 00:00:00,14,8123360368,officialfriberg,4203,3553.046875,720,True
2014-01-06 00:00:00,15,8122997808,egjd,3823,1119.734375,720,True
2014-01-06 00:00:00,16,8124383760,ioddorange,3653,2084.0625,720,False
2014-01-06 00:00:00,17,8122445376,mistermv,3289,1876.046875,720,True
2014-01-06 00:00:00,18,8123644736,mushisgosu,3175,2571.7734375,720,True
2014-01-06 00:00:00,19,8123279296,bashurverse,2905,4717.5859375,720,True
2014-01-06 00:00:00,20,8123752464,thejustinflynn,2622,2028.0703125,1080,False
2014-01-06 00:00:00,21,8123067632,mine,2518,3120.296875,1080,False
2014-01-06 00:00:00,22,8119741568,zanderlp,2410,2595.75,1080,False
2014-01-06 00:00:00,23,8123750576,giantwaffle,2365,2952.6875,720,True
2014-01-06 00:00:00,24,8122011616,brunecia,2309,4063.5546875,720,True
2014-01-06 00:00:00,25,8119761024,lagtvmaximusblack,2268,3863.0859375,720,True
2014-01-06 00:00:00,26,8123973024,joindotared,2266,2305.40625,720,True
2014-01-06 00:00:00,27,8124029536,summit1g,2186,3214.0234375,720,True
2014-01-06 00:00:00,28,8121726688,thepvpremade,2148,2507.0859375,800,False
2014-01-06 00:00:00,29,8122053568,datmodz,2040,3296.7578125,720,True
2014-01-06 00:00:00,30,8124325360,filmzer333,2036,237.3515625,NA,False
2014-01-06 00:00:00,31,8122064080,dragon,1994,1044.4609375,1080,True
2014-01-06 00:00:00,32,8123760672,officialxizt,1991,3009.2109375,768,True
2014-01-06 00:00:00,33,8123781504,snutzy,1908,403.4453125,720,True
2014-01-06 00:00:00,34,8121298352,pwnstarzdotcom,1895,3176.625,720,True
2014-01-06 00:00:00,35,8122543344,merlinidota,1872,3849.9765625,1200,True
2014-01-06 00:00:00,36,8121747600,teamoguatelindat86,1799,674.5625,360,False
2014-01-06 00:00:00,37,8119818720,sunlol,1737,1590.0234375,1080,False
2014-01-06 00:00:00,38,8123869584,cobaltstreak,1667,2409.8515625,720,True
2014-01-06 00:00:00,39,8118770144,furkay,1619,2452.46875,720,True
2014-01-06 00:00:00,40,8124131920,versuta,1568,1604.953125,720,True
2014-01-06 00:00:00,41,8119242096,legendarylea,1499,1882.5078125,1080,True
2014-01-06 00:00:00,42,8123324448,narkuss_lol,1406,511.8828125,720,False
2014-01-06 00:00:00,43,8122680496,pobelter,1400,714.046875,720,True
2014-01-06 00:00:00,44,8121806256,grabagra,1385,3301.734375,1080,True
2014-01-06 00:00:00,45,8124043968,nycfurby,1303,3558.8984375,720,True
2014-01-06 00:00:00,46,8122503504,smitegame,1260,3113.1953125,1080,True
2014-01-06 00:00:00,47,8122920384,bigp4nda,1257,1428.0234375,720,False
2014-01-06 00:00:00,48,8122723536,vinesauce,1232,807.765625,720,True
2014-01-06 00:00:00,49,8123055360,avilo,1154,1200.8984375,720,True
2014-01-06 00:00:00,50,8123065568,pokelawls,1140,2850.8671875,720,False
2014-01-06 00:00:00,51,8120284720,guardsmanbob,1136,1908.3046875,1080,True
2014-01-06 00:00:00,52,8123392288,baramout,1134,2088.359375,720,True
2014-01-06 00:00:00,53,8123891632,therealmarkofj,1111,3081.4375,720,False
2014-01-06 00:00:00,54,8120674400,nevorius,1103,1572.9453125,1080,False
2014-01-06 00:00:00,55,8119612976,theemero,1087,2076.328125,720,True
2014-01-06 00:00:00,56,8123040624,crream,1056,3224.21875,720,True
2014-01-06 00:00:00,57,8116605120,videoisnothere87,1052,603.1328125,360,False
2014-01-06 00:00:00,58,8120983872,numotthenummy,1048,1031.578125,1080,True
2014-01-06 00:00:00,59,8122141888,widgitybear,1034,4855.5390625,1080,False
2014-01-06 00:00:00,60,8122677728,beyondthesummit,1017,3162.59375,1080,True
2014-01-06 00:00:00,61,8123954528,staracarabia,1009,298.515625,360,False
2014-01-06 00:00:00,62,8121863536,angrytestie,992,2190.546875,1080,True
2014-01-06 00:00:00,63,8123093376,dexter_bl,972,2463.6875,720,True
2014-01-06 00:00:00,64,8109701728,arconai319,956,904.78125,432,False
2014-01-06 00:00:00,65,8123551536,peeve,932,2566.828125,720,True
2014-01-06 00:00:00,66,8120732496,rflegendary,928,1311.53125,720,True
2014-01-06 00:00:00,67,8118737456,inmateoo,874,883.7890625,1080,False
2014-01-06 00:00:00,68,8115912816,saltybet,871,2599.0859375,480,False
2014-01-06 00:00:00,69,8122941392,colminigun,856,1243.3046875,616,True
2014-01-06 00:00:00,70,8117768992,willywonka_hc,838,3730.3671875,720,False
